50k	Research and Markets Private Banker International the Bible of the Wealth Industry	['O', 'O', 'O', 'O', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.5908369157	Research and Markets |Private Banker International| the *Bible* of /the Wealth Industry/																						
50k	Sensing that shes a bit adrift Nickbecomes the Captain America of chivalry and upon learning her purse was stolen which included her wallet and credit cards hes determined to help her get home	['O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9998979354	Sensing that shes a bit adrift |Nick|becomes the *Captain America* of /chivalry/ and upon learning her purse was stolen which included her wallet and credit cards hes determined to help her get home																						
50k	So a Cathy Come Home for our times	['O', 'O', 'B-SRC', 'I-SRC', 'O', 'O', 'B-MOD', 'I-MOD']	1	0.8927255248	So a *Cathy Come Home* for /our times/																						
50k	Stay Roasted Launches as the Netflix of Freshly Roasted Coffee Beans	['O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O']	1	0.7133399635	|Stay Roasted| Launches as the *Netflix* of /Freshly Roasted Coffee Beans/																						
50k	Steve McQueen Full Throttle Cool Dwight Jon Zimmerman Greg Scott Motorbooks 1999 Steve McQueen was the Patrick Dempsey of his daya leadingman actor who discovered he could credibly drive a race car	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9998021574	Steve McQueen Full Throttle Cool Dwight Jon Zimmerman Greg Scott Motorbooks 1999 |Steve McQueen| was the *Patrick Dempsey* of /his day/a leadingman actor who discovered he could credibly drive a race car																						
50k	Successful Flow Test for Triceratops3	['O', 'O', 'O', 'O', 'O']	0	0.9999949205	Successful Flow Test for Triceratops3																						
50k	Susan is the Sarah Connor of philosophy as she ponders the role of science fiction and thought experiments to help understand uploading time travel superintelligence the Singularity a new approach to the computational theory of mind consciousness and physicalism	['B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9999539305	|Susan| is the *Sarah Connor* of /philosophy/ as she ponders the role of science fiction and thought experiments to help understand uploading time travel superintelligence the Singularity a new approach to the computational theory of mind consciousness and physicalism																						
50k	THEIR back line flamboyance has seen them dubbed the Brazil of rugby by UK press but Michael Cheika believes Fjiis forward pack are the underrated and dangerous element of their first World Cup foe	['O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9996941858	THEIR back line flamboyance has seen |them| dubbed the *Brazil* of /rugby/ by UK press but Michael Cheika believes Fjiis forward pack are the underrated and dangerous element of their first World Cup foe																						
50k	Then I was the PR Manager at Owls Lab a boutique fashion and lifestyle companythey called it the Kitson of the Northeast because we dressed every celeb of the moment and hosted gifting suites at Sundance and New York Fashion Weekand then I was the PR Manager of Alice Trixie a contemporary womens fashion line	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9992942351	Then I was the PR Manager at Owls Lab a boutique fashion and lifestyle companythey called |it| the *Kitson* of /the Northeast/ because we dressed every celeb of the moment and hosted gifting suites at Sundance and New York Fashion Weekand then I was the PR Manager of Alice Trixie a contemporary womens fashion line																						
50k	There are times in life when window treatments take center stage and become THE FOCUS of the moment	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8834522859	There are times in life when window treatments take center stage and become THE FOCUS of the moment																						
50k	Theres also a potential fiveway race for third place overall at the Vegas race	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949168	Theres also a potential fiveway race for third place overall at the Vegas race																						
50k	Theyre the Budweiser and Miller Lite of spirits	['O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	1	0.8097012621	|Theyre| the *Budweiser* and *Miller Lite* of /spirits/																						
50k	Tickets are 5 or free for under twos	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949546	Tickets are 5 or free for under twos																						
50k	Toyota Contests Canada Win FREE Tires Vehicles Or Fishing Trip	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949275	Toyota Contests Canada Win FREE Tires Vehicles Or Fishing Trip																						
50k	Toyota Contests Canada Win FREE Tires Vehicles Or Fishing Trip	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949275	Toyota Contests Canada Win FREE Tires Vehicles Or Fishing Trip																						
50k	Trisha Yearwood an Garth Brooks	['O', 'O', 'O', 'O', 'O']	0	0.8658440437	Trisha Yearwood an Garth Brooks																						
50k	Tsipras will represent Greece at an emergency summit of European leaders to discuss the migration crisis on Wednesday	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949068	Tsipras will represent Greece at an emergency summit of European leaders to discuss the migration crisis on Wednesday																						
50k	US Stocks Open Higher After 3 Days of Losses Nike Surges	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949122	US Stocks Open Higher After 3 Days of Losses Nike Surges																						
50k	Velvetbandit is our LomoHome of the Day	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O']	1	0.8031880211	Velvetbandit is our LomoHome of the Day																						
50k	Velvetbandit is our LomoHome of the Day	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O']	1	0.8031880211	Velvetbandit is our LomoHome of the Day																						
50k	Video Mothers on preparing children for new school year	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949339	Video Mothers on preparing children for new school year																						
50k	Video Shows Benefits of 2GB RAM in iPhone 6s	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949055	Video Shows Benefits of 2GB RAM in iPhone 6s																						
50k	Viola Davis on colorism in the entertainment industry You have to come from Detroit or Atlanta to be black	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8532458823	Viola Davis on colorism in the entertainment industry You have to come from Detroit or Atlanta to be black																						
50k	Warriors Come Back to Play for Coney Island Reunion	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949467	Warriors Come Back to Play for Coney Island Reunion																						
50k	Whether youre at an awards ceremony or sitting in the dining hall a rogue a cappella group can burst in at any time and wreck everything like the John Rambo of unwanted performances	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.8772830171	Whether youre at an awards ceremony or sitting in the dining hall |a rogue a cappella group| can burst in at any time and wreck everything like the *John Rambo* of /unwanted performances/																						
50k	While describing every quirk and aspect to the new complex Gottsleben called it the Cadillac of tracks	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'O', 'B-MOD']	1	0.9995485972	While describing every quirk and aspect to the new complex Gottsleben called |it| the *Cadillac* of /tracks/																						
50k	Women also have more babies during a full moon supposedly	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949104	Women also have more babies during a full moon supposedly																						
